weeks,Season_x,GID,name,Pos,Team,h/a,Oppt,FD points,FD salary,Season_y,game.id,date,playerID,pass.att,pass.comp,passyds,pass.tds,pass.ints,pass.twopta,pass.twoptm,rush.att,rushyds,rushtds,rushlng,rushlngtd,rush.twopta,rush.twoptm,recept,recyds,rec.tds,reclng,reclngtd,rec.twopta,rec.twoptm,kick.rets,kickret.avg,kickret.tds,kick.ret.lng,kickret.lngtd,punt.rets,puntret.avg,puntret.tds,puntret.lng,puntret.lngtd,fgm,fga,fgyds,totpts.fg,xpmade,xpmissed,xpa,xpb,xppts.tot,tackles,asst.tackles,sacks,defints,forced.fumbs,totalfumbs,recfumbs,totalrecfumbs,fumbyds,fumbslost,games,position,proj
1,2016,2992,T.Gurley,RB,STL,a,SF,4.7,8900.0,2016,2016091201,9/12/16,00-0032241,0,0,0,0,0,0,0,17,47,0,10,0,0,0,1,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,15.42
1,2016,2484,D.Sproles,RB,PHI,h,CLE,4.6,5600.0,2016,2016091107,9/11/16,00-0023564,0,0,0,0,0,0,0,5,12,0,6,0,0,0,2,24,0,15,0,0,0,1,19,0,19,0,4,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,RB,5.58
1,2016,2889,G.Bernard,RB,CIN,a,NYJ,4.0,5600.0,2016,2016091106,9/11/16,00-0030456,0,0,0,0,0,0,0,5,25,0,11,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,8.25
1,2016,3552,M.Jones,RB,WAS,h,PIT,3.8,6000.0,2016,2016091200,9/12/16,00-0031939,0,0,0,0,0,0,0,7,24,0,12,0,0,0,1,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,8.08
1,2016,2553,A.Peterson,RB,MIN,a,TEN,3.1,8200.0,2016,2016091108,9/11/16,00-0025394,0,0,0,0,0,0,0,19,31,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,13.76
1,2016,5449,D.Washington,RB,OAK,a,NO,2.9,4700.0,2016,2016091105,9/11/16,00-0032940,0,0,0,0,0,0,0,5,14,0,5,0,0,0,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,4.67
1,2016,2777,J.Starks,RB,GB,a,JAC,1.8,5600.0,2016,2016091103,9/11/16,00-0027791,0,0,0,0,0,0,0,4,7,0,4,0,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,5.88
1,2016,2645,C.Johnson,RB,ARI,h,NE,0.2,6000.0,2016,2016091112,9/11/16,00-0026164,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,RB,4.19
1,2016,5468,D.Booker,RB,DEN,h,CAR,-1.2,5000.0,2016,2016090800,9/8/16,00-0032972,0,0,0,0,0,0,0,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,1,RB,4.71
1,2016,5255,B.Cooks,WR,NO,h,OAK,30.4,7600.0,2016,2016091105,9/11/16,00-0031236,0,0,0,0,0,0,0,1,11,0,11,0,0,0,6,143,2,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,WR,10.11
